,filename,part,staff,time_signature,duration,n_note_count
2167,On_the_Pike__James_Scott.mscz,part_1,2,2/4,1/16,176
2168,On_the_Pike__James_Scott.mscz,part_1,2,2/4,1/8,603
2169,On_the_Pike__James_Scott.mscz,part_1,2,2/4,1/4,18
2170,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1/16,57
2171,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1/8,133
2172,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,3/16,34
2173,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1/4,39
2174,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,3/8,12
2175,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1/2,10
2176,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,3/4,3
2177,OpenTTD_Main_Menu_Theme.mscz,part_1,1,4/4,1,3
2178,OpenTTD_Main_Menu_Theme.mscz,part_1,2,4/4,1/16,66
2179,OpenTTD_Main_Menu_Theme.mscz,part_1,2,4/4,1/8,193
2180,OpenTTD_Main_Menu_Theme.mscz,part_1,2,4/4,3/16,29
2181,OpenTTD_Main_Menu_Theme.mscz,part_1,2,4/4,1/4,71
2182,OpenTTD_Main_Menu_Theme.mscz,part_1,2,4/4,3/8,5
2183,Ophelia_Rag.mscz,part_1,1,2/4,0,2
2184,Ophelia_Rag.mscz,part_1,1,2/4,1/24,9
2185,Ophelia_Rag.mscz,part_1,1,2/4,1/16,361
2186,Ophelia_Rag.mscz,part_1,1,2/4,1/8,330
2187,Ophelia_Rag.mscz,part_1,1,2/4,3/16,4
2188,Ophelia_Rag.mscz,part_1,1,2/4,1/4,7
2189,Ophelia_Rag.mscz,part_1,1,2/4,3/8,16
2190,Ophelia_Rag.mscz,part_1,2,2/4,1/16,85
2191,Ophelia_Rag.mscz,part_1,2,2/4,1/8,545
2192,Ophelia_Rag.mscz,part_1,2,2/4,3/16,2
2193,Ophelia_Rag.mscz,part_1,2,2/4,1/4,4
2194,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,1/32,35
2195,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,1/16,874
2196,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,1/8,346
2197,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,3/16,13
2198,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_1,1,2/4,1/4,40
2199,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,1/32,51
2200,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,1/16,134
2201,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,3/32,8
2202,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,1/8,1041
2203,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,3/16,4
2204,Original_Rags_-_Scott_Joplin_-_Arranged_by_William_Arlington.mscz,part_2,2,2/4,1/4,56
2205,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,1,4/4,1/8,492
2206,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,1,4/4,1,2
2207,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,0,12
2208,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,1/8,224
2209,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,1/4,24
2210,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,3/8,2
2211,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,1/2,10
2212,Oscar_Peterson_Blues_Pattern__Reversed.mscz,part_1,2,4/4,1,56
2213,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,0,2
2214,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,1/8,77
2215,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,1/6,2
2216,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,1/4,43
2217,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,3/8,7
2218,O_Christmas_Tree__Misc_Traditional.mscz,part_1,1,4/4,1/2,17
2219,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,1/8,30
2220,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,1/4,27
2221,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,3/8,3
2222,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,1/2,18
2223,O_Christmas_Tree__Misc_Traditional.mscz,part_1,2,4/4,1,2
2224,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,1/8,47
2225,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,1/6,6
2226,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,1/4,18
2227,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,3/8,1
2228,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,1/2,8
2229,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,3/4,3
2230,O_grande_amor_by_Antnio_Carlos_Jobim.mscz,part_4,1,4/4,1,13
2231,Palm_Leaf_Rag (1).mscz,part_1,1,2/4,0,2
2232,Palm_Leaf_Rag (1).mscz,part_1,1,2/4,1/16,400
2233,Palm_Leaf_Rag (1).mscz,part_1,1,2/4,1/8,133
2234,Palm_Leaf_Rag (1).mscz,part_1,1,2/4,3/16,10
2235,Palm_Leaf_Rag (1).mscz,part_1,1,2/4,1/4,37
2236,Palm_Leaf_Rag (1).mscz,part_1,2,2/4,0,2
2237,Palm_Leaf_Rag (1).mscz,part_1,2,2/4,1/16,42
2238,Palm_Leaf_Rag (1).mscz,part_1,2,2/4,1/8,523
2239,Palm_Leaf_Rag (1).mscz,part_1,2,2/4,1/4,7
2240,Palm_Leaf_Rag (1).mscz,part_1,2,2/4,1/2,1
2241,Palm_Leaf_Rag.mscz,part_1,1,2/4,0,2
2242,Palm_Leaf_Rag.mscz,part_1,1,2/4,1/16,398
2243,Palm_Leaf_Rag.mscz,part_1,1,2/4,1/8,122
2244,Palm_Leaf_Rag.mscz,part_1,1,2/4,3/16,14
2245,Palm_Leaf_Rag.mscz,part_1,1,2/4,1/4,27
2246,Palm_Leaf_Rag.mscz,part_1,1,2/4,3/8,11
2247,Palm_Leaf_Rag.mscz,part_1,2,2/4,0,2
2248,Palm_Leaf_Rag.mscz,part_1,2,2/4,1/16,42
2249,Palm_Leaf_Rag.mscz,part_1,2,2/4,1/8,522
2250,Palm_Leaf_Rag.mscz,part_1,2,2/4,1/4,6
2251,Palm_Leaf_Rag.mscz,part_1,2,2/4,3/8,1
2252,Palm_Leaf_Rag.mscz,part_1,2,2/4,1/2,1
2253,Paradox.mscz,part_1,1,4/4,1/24,6
2254,Paradox.mscz,part_1,1,4/4,1/12,49
2255,Paradox.mscz,part_1,1,4/4,1/8,83
2256,Paradox.mscz,part_1,1,4/4,1/6,5
2257,Paradox.mscz,part_1,1,4/4,1/4,15
2258,Paradox.mscz,part_1,1,4/4,3/8,4
2259,Paradox.mscz,part_1,1,4/4,1/2,5
2260,Paradox.mscz,part_1,1,4/4,1,1
2261,Paragon_Rag.mscz,part_1,1,2/4,1/16,507
2262,Paragon_Rag.mscz,part_1,1,2/4,1/8,214
2263,Paragon_Rag.mscz,part_1,1,2/4,3/16,59
2264,Paragon_Rag.mscz,part_1,1,2/4,1/4,29
2265,Paragon_Rag.mscz,part_1,1,2/4,3/8,2
2266,Paragon_Rag.mscz,part_1,1,2/4,1/2,9
2267,Paragon_Rag.mscz,part_1,2,2/4,1/16,64
2268,Paragon_Rag.mscz,part_1,2,2/4,1/8,672
2269,Paragon_Rag.mscz,part_1,2,2/4,3/16,2
2270,Paragon_Rag.mscz,part_1,2,2/4,1/4,6
2271,Paris_sera_toujours_Paris_-_solo.mscz,part_1,1,4/4,0,2
2272,Paris_sera_toujours_Paris_-_solo.mscz,part_1,1,4/4,1/24,3
2273,Paris_sera_toujours_Paris_-_solo.mscz,part_1,1,4/4,1/16,161
2274,Paris_sera_toujours_Paris_-_solo.mscz,part_1,1,4/4,1/12,9
2275,Paris_sera_toujours_Paris_-_solo.mscz,part_1,1,4/4,1/8,21
2276,Paris_sera_toujours_Paris_-_solo.mscz,part_1,1,4/4,3/16,5
2277,Paris_sera_toujours_Paris_-_solo.mscz,part_1,1,4/4,1/4,3
2278,Paris_sera_toujours_Paris_-_solo.mscz,part_1,1,4/4,3/8,1
2279,Paswonky.mscz,part_1,1,4/4,1/12,123
2280,Paswonky.mscz,part_1,1,4/4,1/8,476
2281,Paswonky.mscz,part_1,1,4/4,1/4,85
2282,Paswonky.mscz,part_1,1,4/4,3/8,57
2283,Paswonky.mscz,part_1,1,4/4,1/2,19
2284,Paswonky.mscz,part_1,2,4/4,1/4,587
2285,Paswonky.mscz,part_1,2,4/4,1/2,6
2286,Patterns-_John_Coltrane.mscz,part_1,1,4/4,1/32,4
2287,Patterns-_John_Coltrane.mscz,part_1,1,4/4,1/24,12
2288,Patterns-_John_Coltrane.mscz,part_1,1,4/4,1/20,10
2289,Patterns-_John_Coltrane.mscz,part_1,1,4/4,1/16,307
2290,Patterns-_John_Coltrane.mscz,part_1,1,4/4,1/12,48
2291,Patterns-_John_Coltrane.mscz,part_1,1,4/4,1/8,809
2292,Patterns-_John_Coltrane.mscz,part_1,1,4/4,3/16,1
2293,Patterns-_John_Coltrane.mscz,part_1,1,4/4,1/4,29
2294,Patterns-_John_Coltrane.mscz,part_1,1,4/4,3/8,4
2295,Patterns-_John_Coltrane.mscz,part_1,1,4/4,1/2,6
2296,Patterns-_John_Coltrane.mscz,part_1,1,4/4,3/4,1
2297,Peacherine_Rag-Scott_Joplin.mscz,part_1,1,2/4,0,2
2298,Peacherine_Rag-Scott_Joplin.mscz,part_1,1,2/4,1/32,8
2299,Peacherine_Rag-Scott_Joplin.mscz,part_1,1,2/4,1/16,374
2300,Peacherine_Rag-Scott_Joplin.mscz,part_1,1,2/4,1/8,347
2301,Peacherine_Rag-Scott_Joplin.mscz,part_1,1,2/4,3/16,5
2302,Peacherine_Rag-Scott_Joplin.mscz,part_1,1,2/4,1/4,49
2303,Peacherine_Rag-Scott_Joplin.mscz,part_1,1,2/4,3/8,10
2304,Peacherine_Rag-Scott_Joplin.mscz,part_1,1,2/4,1/2,4
2305,Peacherine_Rag-Scott_Joplin.mscz,part_1,2,2/4,1/16,32
2306,Peacherine_Rag-Scott_Joplin.mscz,part_1,2,2/4,1/8,662
2307,Peacherine_Rag-Scott_Joplin.mscz,part_1,2,2/4,1/4,12
2308,Peacherine_Rag.mscz,part_1,1,2/4,0,2
2309,Peacherine_Rag.mscz,part_1,1,2/4,1/32,8
2310,Peacherine_Rag.mscz,part_1,1,2/4,1/16,376
2311,Peacherine_Rag.mscz,part_1,1,2/4,1/8,350
2312,Peacherine_Rag.mscz,part_1,1,2/4,3/16,5
2313,Peacherine_Rag.mscz,part_1,1,2/4,1/4,41
2314,Peacherine_Rag.mscz,part_1,1,2/4,3/8,14
2315,Peacherine_Rag.mscz,part_1,1,2/4,1/2,4
2316,Peacherine_Rag.mscz,part_1,2,2/4,1/16,32
2317,Peacherine_Rag.mscz,part_1,2,2/4,1/8,663
2318,Peacherine_Rag.mscz,part_1,2,2/4,1/4,13
2319,Petite_Fleur.mscz,part_1,1,4/4,0,8
2320,Petite_Fleur.mscz,part_1,1,4/4,1/24,3
2321,Petite_Fleur.mscz,part_1,1,4/4,1/16,3
2322,Petite_Fleur.mscz,part_1,1,4/4,1/12,3
2323,Petite_Fleur.mscz,part_1,1,4/4,1/8,118
2324,Petite_Fleur.mscz,part_1,1,4/4,3/16,3
2325,Petite_Fleur.mscz,part_1,1,4/4,1/4,20
2326,Petite_Fleur.mscz,part_1,1,4/4,3/8,5
2327,Petite_Fleur.mscz,part_1,1,4/4,1/2,15
2328,Petite_Fleur.mscz,part_1,1,4/4,3/4,1
2329,Petite_Fleur.mscz,part_1,1,4/4,1,24
2330,Petite_Fleur.mscz,part_1,2,4/4,0,33
2331,Petite_Fleur.mscz,part_1,2,4/4,1/8,13
2332,Petite_Fleur.mscz,part_1,2,4/4,1/4,294
2333,Petite_Fleur.mscz,part_1,2,4/4,1,8
2334,Piano_Improvisation.mscz,part_1,1,2/4,0,10
2335,Piano_Improvisation.mscz,part_1,1,2/4,1/64,2
2336,Piano_Improvisation.mscz,part_1,1,2/4,1/48,3
2337,Piano_Improvisation.mscz,part_1,1,2/4,1/32,2
2338,Piano_Improvisation.mscz,part_1,1,2/4,1/24,18
2339,Piano_Improvisation.mscz,part_1,1,2/4,1/16,623
2340,Piano_Improvisation.mscz,part_1,1,2/4,3/32,2
2341,Piano_Improvisation.mscz,part_1,1,2/4,1/8,324
2342,Piano_Improvisation.mscz,part_1,1,2/4,3/16,23
2343,Piano_Improvisation.mscz,part_1,1,2/4,1/4,31
2344,Piano_Improvisation.mscz,part_1,1,2/4,3/8,11
2345,Piano_Improvisation.mscz,part_1,2,2/4,1/16,2
2346,Piano_Improvisation.mscz,part_1,2,2/4,1/8,777
2347,Piano_Improvisation.mscz,part_1,2,2/4,3/16,2
2348,Piano_Improvisation.mscz,part_1,2,2/4,1/4,21
2349,Pickaninny_Rag_by_Irene_M._Giblin_1908.mscz,part_1,1,2/4,1/24,24
2350,Pickaninny_Rag_by_Irene_M._Giblin_1908.mscz,part_1,1,2/4,1/16,723
2351,Pickaninny_Rag_by_Irene_M._Giblin_1908.mscz,part_1,1,2/4,1/8,223
2352,Pickaninny_Rag_by_Irene_M._Giblin_1908.mscz,part_1,1,2/4,1/4,68
2353,Pickaninny_Rag_by_Irene_M._Giblin_1908.mscz,part_1,2,2/4,1/8,550
2354,Pickaninny_Rag_by_Irene_M._Giblin_1908.mscz,part_1,2,2/4,1/4,23
2355,Pickles_and_Peppers_by_Adaline_Shepherd_1906.mscz,part_1,1,2/4,1/24,6
2356,Pickles_and_Peppers_by_Adaline_Shepherd_1906.mscz,part_1,1,2/4,1/16,496
2357,Pickles_and_Peppers_by_Adaline_Shepherd_1906.mscz,part_1,1,2/4,1/8,336
2358,Pickles_and_Peppers_by_Adaline_Shepherd_1906.mscz,part_1,1,2/4,1/4,30
2359,Pickles_and_Peppers_by_Adaline_Shepherd_1906.mscz,part_1,2,2/4,1/16,50
2360,Pickles_and_Peppers_by_Adaline_Shepherd_1906.mscz,part_1,2,2/4,1/8,682
2361,Pickles_and_Peppers_by_Adaline_Shepherd_1906.mscz,part_1,2,2/4,1/4,27
2362,Pineapple_Rag (1).mscz,part_1,1,2/4,1/16,575
2363,Pineapple_Rag (1).mscz,part_1,1,2/4,1/8,327
2364,Pineapple_Rag (1).mscz,part_1,1,2/4,3/16,12
2365,Pineapple_Rag (1).mscz,part_1,1,2/4,1/4,52
2366,Pineapple_Rag (1).mscz,part_1,2,2/4,1/16,44
2367,Pineapple_Rag (1).mscz,part_1,2,2/4,1/8,556
2368,Pineapple_Rag (1).mscz,part_1,2,2/4,1/4,14
2369,Pine_Apple_Rag (2).mscz,part_1,1,2/4,1/16,556
2370,Pine_Apple_Rag (2).mscz,part_1,1,2/4,1/8,345
2371,Pine_Apple_Rag (2).mscz,part_1,1,2/4,3/16,26
2372,Pine_Apple_Rag (2).mscz,part_1,1,2/4,1/4,59
2373,Pine_Apple_Rag (2).mscz,part_1,2,2/4,1/16,44
2374,Pine_Apple_Rag (2).mscz,part_1,2,2/4,1/8,540
2375,Pine_Apple_Rag (2).mscz,part_1,2,2/4,1/4,43
2376,Pine_Apple_Rag.mscz,part_1,1,2/4,1/16,559
2377,Pine_Apple_Rag.mscz,part_1,1,2/4,1/8,343
2378,Pine_Apple_Rag.mscz,part_1,1,2/4,3/16,25
2379,Pine_Apple_Rag.mscz,part_1,1,2/4,1/4,59
2380,Pine_Apple_Rag.mscz,part_1,2,2/4,1/16,44
2381,Pine_Apple_Rag.mscz,part_1,2,2/4,1/8,539
2382,Pine_Apple_Rag.mscz,part_1,2,2/4,1/4,43
2383,Pine_apple_rag_-_Scott_Joplin (1).mscz,part_1,1,2/4,1/16,555
2384,Pine_apple_rag_-_Scott_Joplin (1).mscz,part_1,1,2/4,1/8,345
2385,Pine_apple_rag_-_Scott_Joplin (1).mscz,part_1,1,2/4,3/16,26
2386,Pine_apple_rag_-_Scott_Joplin (1).mscz,part_1,1,2/4,1/4,59
2387,Pine_apple_rag_-_Scott_Joplin (1).mscz,part_1,2,2/4,1/16,44
2388,Pine_apple_rag_-_Scott_Joplin (1).mscz,part_1,2,2/4,1/8,540
2389,Pine_apple_rag_-_Scott_Joplin (1).mscz,part_1,2,2/4,1/4,43
2390,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,1,2/4,1/16,499
2391,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,1,2/4,1/8,358
2392,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,1,2/4,3/16,22
2393,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,1,2/4,1/4,52
2394,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,1,2/4,3/8,3
2395,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,2,2/4,1/16,44
2396,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,2,2/4,1/8,546
2397,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,2,2/4,1/4,25
2398,Pine_Apple_Rag__Scott_Joplin.mscz,part_1,2,2/4,1/2,1
2399,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,0,59
2400,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,1/16,198
2401,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,1/12,6
2402,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,1/8,66
2403,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,1/6,7
2404,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,3/16,235
2405,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,1/4,290
2406,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,1/2,1
2407,Pine_Tops_Boogie_Woogie.mscz,part_1,1,2/2,1,14
2408,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,0,3
2409,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,1/48,3
2410,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,1/16,530
2411,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,1/12,1
2412,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,1/8,11
2413,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,1/6,7
2414,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,3/16,535
2415,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,1/4,15
2416,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,3/8,1
2417,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,1/2,2
2418,Pine_Tops_Boogie_Woogie.mscz,part_1,2,2/2,1,14
2419,Pomp_and_Circumstance.mscz,part_1,1,4/4,1/16,10
2420,Pomp_and_Circumstance.mscz,part_1,1,4/4,1/8,10
2421,Pomp_and_Circumstance.mscz,part_1,1,4/4,3/16,10
2422,Pomp_and_Circumstance.mscz,part_1,1,4/4,1/2,24
2423,Pomp_and_Circumstance.mscz,part_1,1,4/4,1,3
2424,Princess_Rag_by_James_Scott_1911.mscz,part_1,1,2/4,0,9
2425,Princess_Rag_by_James_Scott_1911.mscz,part_1,1,2/4,1/16,300
2426,Princess_Rag_by_James_Scott_1911.mscz,part_1,1,2/4,1/8,278
2427,Princess_Rag_by_James_Scott_1911.mscz,part_1,1,2/4,1/4,30
2428,Princess_Rag_by_James_Scott_1911.mscz,part_1,1,2/4,1/2,39
2429,Princess_Rag_by_James_Scott_1911.mscz,part_1,2,2/4,1/16,50
2430,Princess_Rag_by_James_Scott_1911.mscz,part_1,2,2/4,1/8,498
2431,Princess_Rag_by_James_Scott_1911.mscz,part_1,2,2/4,1/4,36
2432,Proyecto_Martinillo_final.mscz,part_1,1,4/4,1/4,24
2433,Proyecto_Martinillo_final.mscz,part_1,1,4/4,1/2,4
2434,Proyecto_Martinillo_final.mscz,part_1,2,4/4,1/2,64
2435,Pure_Imagination.mscz,part_2,3,4/4,1/4,1
2436,Pure_Imagination.mscz,part_2,3,4/4,1/2,38
2437,Pure_Imagination.mscz,part_2,3,4/4,3/4,6
2438,Pure_Imagination.mscz,part_2,3,4/4,1,44
2439,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,0,9
2440,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/24,18
2441,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/16,970
2442,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/8,913
2443,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,3/16,92
2444,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/4,9
2445,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,1,2/4,1/2,12
2446,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,0,26
2447,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,1/16,77
2448,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,1/8,1404
2449,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,3/16,4
2450,Quality_Rag_as_performed_by_Tom_Brier.mscz,part_1,2,2/4,1/4,16
2451,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,1,2/2,1/24,15
2452,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,1,2/2,1/16,201
2453,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,1,2/2,1/12,36
2454,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,1,2/2,1/8,194
2455,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,1,2/2,3/16,209
2456,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,1,2/2,1/4,62
2457,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,1,2/2,1/2,3
2458,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,1,2/2,1,39
2459,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,2,2/2,1/16,20
2460,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,2,2/2,1/12,12
2461,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,2,2/2,1/8,118
2462,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,2,2/2,3/16,22
2463,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,2,2/2,1/4,543
2464,Ragging_the_Scale_by_Edward_Claypoole_1915.mscz,part_1,2,2/2,1/2,24
2465,Ragtime_Eyes.mscz,part_1,1,2/4,1/16,517
2466,Ragtime_Eyes.mscz,part_1,1,2/4,1/8,248
2467,Ragtime_Eyes.mscz,part_1,1,2/4,1/4,138
2468,Ragtime_Eyes.mscz,part_1,1,2/4,3/8,3
2469,Ragtime_Eyes.mscz,part_1,1,2/4,1/2,26
2470,Ragtime_Eyes.mscz,part_2,2,2/4,1/16,20
2471,Ragtime_Eyes.mscz,part_2,2,2/4,1/8,902
2472,Ragtime_Eyes.mscz,part_2,2,2/4,3/16,4
2473,Ragtime_Eyes.mscz,part_2,2,2/4,1/4,4
2474,Ragtime_Eyes.mscz,part_2,2,2/4,1/2,4
2475,Ragtime_Piano.mscz,part_1,1,2/4,0,15
2476,Ragtime_Piano.mscz,part_1,1,2/4,1/48,18
2477,Ragtime_Piano.mscz,part_1,1,2/4,1/32,28
2478,Ragtime_Piano.mscz,part_1,1,2/4,1/24,3
2479,Ragtime_Piano.mscz,part_1,1,2/4,1/16,5202
2480,Ragtime_Piano.mscz,part_1,1,2/4,1/8,1998
2481,Ragtime_Piano.mscz,part_1,1,2/4,3/16,205
2482,Ragtime_Piano.mscz,part_1,1,2/4,1/4,373
2483,Ragtime_Piano.mscz,part_1,1,2/4,3/8,31
2484,Ragtime_Piano.mscz,part_1,1,2/4,1/2,26
2485,Ragtime_Piano.mscz,part_1,2,2/4,0,18
2486,Ragtime_Piano.mscz,part_1,2,2/4,1/48,12
2487,Ragtime_Piano.mscz,part_1,2,2/4,1/16,530
2488,Ragtime_Piano.mscz,part_1,2,2/4,1/8,5645
2489,Ragtime_Piano.mscz,part_1,2,2/4,3/16,105
2490,Ragtime_Piano.mscz,part_1,2,2/4,1/4,134
2491,Ragtime_Piano.mscz,part_1,2,2/4,3/8,73
2492,Ragtime_Piano.mscz,part_1,2,2/4,1/2,2
2493,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,19/16,1/24,32
2494,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,19/16,1/20,15
2495,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,19/16,1/16,9
2496,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,19/16,1/12,8
2497,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,19/16,1/4,4
2498,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,0,47
2499,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,1/44,11
2500,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,1/32,31
2501,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,1/24,33
2502,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,1/16,1510
2503,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,1/12,8
2504,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,1/8,974
2505,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,3/16,70
2506,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,1/4,130
2507,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,3/8,32
2508,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,2/4,1/2,17
2509,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,3/4,1/8,18
2510,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,3/4,1/4,13
2511,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,3/4,1/2,3
2512,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,30/16,1/16,30
2513,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,31/16,1/16,6
2514,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,4/4,1/32,165
2515,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,4/4,1/24,18
2516,Redneck_Rag_-_performed_sedately_by_Tom_Brier.mscz,part_1,1,4/4,1/16,21
